,Date,Category,Section,Headline,Subheader,Term,URL
1052,2017-11-08,Misc,The Daily,Listen to ‘The Daily’: Was Iowa Killing a Hate Crime?,A murder trial after the death of a 16-year-old described by his mother as gender fluid has become part of the national debate over gender identity.,Other,/2017/11/08/podcasts/the-daily/kedarie-johnson-murder-iowa.html?searchResultPosition=29
1053,2017-11-13,World News,Europe,Tutus and Tool Belts: Church of England Urges Children to Explore Gender Identity,"In a “Valuing All God’s Children” directive, the church said students “should be at liberty to explore the possibilities of who they might be without judgment or derision.”",Other,/2017/11/13/world/europe/church-of-england-transgender.html?searchResultPosition=23
1054,2017-11-14,Misc,Opinion,"Danica Roem Is Really, Really Boring",That’s the beauty and brilliance of this transgender trailblazer.,Transgender,/2017/11/14/opinion/danica-roem-virginia-transgender.html?searchResultPosition=22
1055,2017-11-14,US New,New York,"For Teenager, ‘What I See in the Mirror Is Not What I Am’","Manasia Horne’s struggle with gender identity has caused friction with her family. At a shelter for youths like her, she learned to accept herself.",Other,/2017/11/14/nyregion/for-teenager-what-i-see-in-the-mirror-is-not-what-i-am.html?searchResultPosition=550
1056,2017-11-16,Misc,Opinion,A Victory for Tolerance,"A reader praises the victory of Danica Roem, a trans woman elected to the Virginia legislature.",Other,/2017/11/16/opinion/tolerance-danica-roem.html?searchResultPosition=139
1057,2017-11-19,Arts,Television,Jeffrey Tambor Leaves ‘Transparent’ After Sexual Misconduct Allegations,"Mr. Tambor denies the allegations, but said he could not return to the show “given the politicized atmosphere that seems to have afflicted our set.”",Other,/2017/11/19/arts/television/jeffrey-tambor-transparent.html?searchResultPosition=265
1058,2017-11-21,US New,New York,"New York City Police Training Lags on Transgender Rules, Report Says","Despite new rules in the city’s police officer manual on dealing with issues of gender identity and sexual orientation, banned practices persist, a report found.",Transgender,/2017/11/21/nyregion/nypd-transgender-rules.html?searchResultPosition=10
1059,2017-11-21,US New,U.S.,Second Judge Blocks Trump’s Transgender Ban in the Military,The ruling went further than a similar one last month by blocking a policy that prohibited gender-reassignment surgery at the government’s expense.,Transgender,/2017/11/21/us/transgender-ban-military.html?searchResultPosition=7
1060,2017-11-21,Arts,Fashion,"His, Hers and Theirs: Jewelry Crosses the Gender Barrier",As one designer said: “Women are wearing more masculine things and men are more comfortable in wearing jewelry.”,Other,/2017/11/21/fashion/jewelry-gender.html?searchResultPosition=776
1061,2017-11-28,US New,U.S.,California Today: Transgender Surgery Comes to Major Southern California Hospital,"Tuesday: Transgender surgery at Cedars-Sinai, an assemblyman accused of sexual harassment resigns and the rebel state of Jefferson.",Transgender,/2017/11/28/us/california-today-transgender-surgery-comes-to-major-southern-california-hospital.html?searchResultPosition=158
1062,2017-12-06,Misc,Magazine,Should Buyers Be Told About the Killer Next Door?,The magazine’s Ethicist columnist on whether to warn a potential buyer about a neighborhood murderer and unfriending a trans acquaintance on Facebook.,Other,/2017/12/06/magazine/should-buyers-be-told-about-the-killer-next-door.html?searchResultPosition=536
1063,2017-12-06,Arts,Music,"Moogfest Shines a Spotlight on Female, Nonbinary and Transgender Musicians","The music, ideas and technology conference is showcasing its performers in a 50-hour live stream this week featuring 50 artists in 17 countries.",Transgender,/2017/12/06/arts/music/moogfest-2018-female-non-binary-transgender-artists.html?searchResultPosition=2
1064,2017-12-06,Arts,Television,"For ‘Transparent,’ Accusations Against Jeffrey Tambor Burst an Idealistic Bubble",The staff of the acclaimed Amazon series believed it had created a special workplace. Then harassment accusations pierced the idealism.,Other,/2017/12/06/arts/television/jeffrey-tambor-transparent.html?searchResultPosition=9
1065,2017-12-11,US New,Politics,Transgender People Will Be Allowed to Enlist in the Military as a Court Case Advances,"President Trump had announced on Twitter in July that he was barring transgender people from serving in the military, though a ban was never fully implemented.",Transgender,/2017/12/11/us/politics/transgender-military-pentagon.html?searchResultPosition=1
1066,2017-12-18,Misc,Opinion,"Trump, the C.D.C. and the Peek-a-Boo Doctrine","The administration seems to believe that if researchers can’t say “transgender,” then transgender Americans don’t exist.",Transgender,/2017/12/18/opinion/trump-cdc-transgender.html?searchResultPosition=5
1067,2017-12-19,Arts,Television,What’s on TV Tuesday: ‘15: A Quinceañera Story’ and ‘At Home With Amy Sedaris’,The first part of “15: A Quinceañera Story documents a transgender girl’s quinceañera. And Amy Sedaris’s satirical home show concludes its first season.,Transgender,/2017/12/19/arts/television/whats-on-tv-tuesday-15-a-quinceanera-story-and-at-home-with-amy-sedaris.html?searchResultPosition=254
1068,2017-12-20,US New,U.S.,The Year in Gender 2017,"From women’s marches around the world to a tsunami of sexual misconduct scandals, here are the biggest stories involving women’s and gender issues from 2017.",Other,/2017/12/20/homepage/the-year-in-gender.html?searchResultPosition=460
1069,2017-12-22,Misc,Opinion,Forbidden Words: Censorship at the C.D.C.?,"Readers, including two nurses and a doctor, discuss a reported ban on seven words, including “science-based” and “transgender.”",Transgender,/2017/12/22/opinion/censorship-cdc.html?searchResultPosition=944
1070,2017-12-29,Misc,Obituaries,"Ben Barres, Neuroscientist and Equal-Opportunity Advocate, Dies at 63","Dr. Barres, who in 1997 transitioned from female to male, drew on his experiences as a woman to highlight the obstacles women in science face.",Other,/2017/12/29/obituaries/ben-barres-dead-neuroscientist-and-equal-opportunity-advocate.html?searchResultPosition=4
1071,2017-12-30,World News,Middle East,Coming Out in Lebanon,"Openly gay, lesbian and transgender people face persecution across the Arab world. The exception may be in Lebanon, which has slowly grown more tolerant thanks to the work of activists.",Transgender,/2017/12/30/world/middleeast/lebanon-coming-out.html?searchResultPosition=3
1072,2017-12-30,US New,U.S.,The #MeToo Moment: The Year in Gender,"Will #MeToo be named “Word of the Year”? Plus, some of our favorite gender stories from 2017.",Other,/2017/12/30/us/the-metoo-moment-the-year-in-gender.html?searchResultPosition=492
1073,2018-01-03,Misc,Opinion,P.C. Language Saved My Life,"What I wish kids growing up in West Baltimore like me knew about “zi,” “zer,” and being gender non-binary.",Other,/2018/01/03/opinion/language-pronouns-gender-zer.html?searchResultPosition=76
1074,2018-01-10,US New,U.S.,"Transgender Student’s Discrimination Suit Is Settled for $800,000",Ashton Whitaker said that he had been forbidden from using boys bathrooms and felt degraded by administrators at his high school in Wisconsin.,Transgender,/2018/01/10/us/transgender-wisconsin-school-lawsuit.html?searchResultPosition=64
1075,2018-01-12,Sports,Tennis,Billie Jean King Says Margaret Court Arena’s Name Should Change,Court has made derogatory comments about gay and transgender people.,Transgender,/2018/01/12/sports/tennis/billie-jean-king-margaret-court-arena.html?searchResultPosition=90
1076,2018-01-24,Misc,Magazine,Is ‘RuPaul’s Drag Race’ the Most Radical Show on TV?,The reality-television competition that began nine years ago has evolved to reflect an era fixated on gender and identity — and the boundary-pushing spirit of its star.,Other,/2018/01/24/magazine/is-rupauls-drag-race-the-most-radical-show-on-tv.html?searchResultPosition=349
1077,2018-01-26,Arts,Style,"Meet Jaimie Wilson, a Transgender Activist With Guitar in Hand",His before-and-after photos racked up 13 million views on Facebook and expanded the platform for his folk-pop music.,Transgender,/2018/01/26/style/jaimie-wilson-transgender-activist-musician.html?searchResultPosition=61
1078,2018-01-31,US New,Politics,Full Transcript and Video: Joe Kennedy Delivers Democratic Response to the State of the Union,"Read the prepared remarks of the response that Representative Joseph P. Kennedy III, Democrat of Massachusetts, delivered on behalf of his party.",Other,/2018/01/31/us/politics/transcript-joe-kennedy-democratic-response.html?searchResultPosition=220
1079,2018-02-02,Arts,Theater,"Review: In ‘Draw the Circle,’ a Girl Becomes a Man","In his solo show at Rattlestick Playwrights Theater, Mashuq Mushtaq Deen traces his journey of gender transition through the eyes of onlookers.",Other,/2018/02/02/theater/draw-the-circle-review-mashuq-mushtaq-deen.html?searchResultPosition=85
1080,2018-02-05,Misc,Opinion,Medicaid Work Requirements Are Yet Another Burden for Trans Workers,Transgender people face a double bind: Find jobs amid rampant prejudice or lose critical medical coverage.,Transgender,/2018/02/05/opinion/medicaid-transgender-workers.html?searchResultPosition=63
1081,2018-02-06,Misc,Opinion,Transgender Health Care,A reader whose daughter is undergoing gender assignment worries that she may not get the care she needs.,Transgender,/2018/02/06/opinion/health-care-lgbtq.html?searchResultPosition=78
1082,2018-02-15,Science,Health,Transgender Woman Breast-Feeds Baby After Hospital Induces Lactation,A journal says it’s the first documented case of successful inducement of breast-milk production in a transgender woman.,Transgender,/2018/02/15/health/transgender-woman-breast-feed.html?searchResultPosition=56
1083,2018-02-15,Arts,Media,Amazon Moves On Without ‘Transparent’ Actor Jeffrey Tambor,The 73-year-old star of Jill Soloway’s Emmy-winning series will not return to the role that brought him late-career plaudits.,Other,/2018/02/15/business/media/transparent-jeffrey-tambor-sexual-harassment.html?searchResultPosition=62
1084,2018-02-17,Arts,Style,The Peculiar Position of India’s Third Gender,"Hijras occupy a special place in Hinduism. But their relationship to modern Mumbai, where transgender people are legally recognized, remains fraught.",Transgender,/2018/02/17/style/india-third-gender-hijras-transgender.html?searchResultPosition=60
1085,2018-02-20,Arts,Fashion & Beauty,Brand to Know: a Gender-Neutral Line Challenging Norms,"No Sesso, a brand filled with vibrant pieces, is what the founder calls “a platform for like-minded artists who just want to be seen or represented.”",Other,/2018/02/20/t-magazine/fashion/no-sesso-gender-neutral-clothing.html?searchResultPosition=173
